IntCode,latitude,longitude,numacc,numones,meanspeed,maxdiffspeed,numroad,uniroad,ZipCode,StopSign,StopPerWay,TrafficLight,TrafficFlash,turnrestriction,noparking,vissigns,yielding,Complaints311,AccOverTime,STlist,STstr
3165,40.44779088572954,-80.03773519802122,0.0,0,25.0,0.0,3.0,2.0,['15220'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMERON WAY', 'RAMONA ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMERON WAY RAMONA ST
3166,40.40575296213511,-79.9981549571024,0.0,0,25.0,0.0,3.0,2.0,['15210'],1,3.0,0,,0,0,0,0,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMFIELD ST', 'GOSSER ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMFIELD ST GOSSER ST
3167,40.40396641100264,-79.9980667159893,0.07692307692307693,0,25.0,0.0,3.0,2.0,['15210'],1,1.0,0,,0,0,0,0,2,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMFIELD ST', 'DRYCOVE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMFIELD ST DRYCOVE ST
3168,40.45268299919878,-79.95845368072877,0.0,2,25.0,0.0,4.0,2.0,['15219'],1,0.6666666666666666,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMP ST', 'CLARISSA ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMP ST CLARISSA ST
3169,40.455278440022894,-79.95712778766817,0.0,0,25.0,0.0,3.0,2.0,['15219'],1,1.0,0,,0,0,0,0,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMP ST', 'FINLAND ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMP ST FINLAND ST
3170,40.453755804900325,-79.9578858280818,0.0,0,25.0,0.0,3.0,2.0,['15219'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMP ST', 'RAMPART ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMP ST RAMPART ST
3171,40.450995481048864,-79.95939766286847,0.07692307692307693,2,25.0,0.0,4.0,2.0,['15219'],1,1.0,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['CAMP ST', 'CHEROKEE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMP ST CHEROKEE ST
3172,40.450499216094975,-79.95968243324593,0.0,0,25.0,0.0,3.0,2.0,['15219'],0,,0,,0,0,0,0,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMP ST', 'SHAWNEE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMP ST SHAWNEE ST
3173,40.471827362028215,-79.89036543668283,0.0,0,25.0,0.0,3.0,2.0,['15206'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMPANIA AVE', 'LAPORTE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMPANIA AVE LAPORTE ST
3174,40.474059498472116,-79.89326597611341,0.0,0,25.0,0.0,3.0,2.0,['15206'],1,3.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMPANIA AVE', 'FISHEL ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMPANIA AVE FISHEL ST
3175,40.470407467088094,-79.8890476182063,0.0,0,25.0,0.0,3.0,2.0,['15206'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMPANIA AVE', 'DRAVO WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMPANIA AVE DRAVO WAY
3176,40.47480620384264,-79.89375533867873,0.0,0,25.0,0.0,2.0,2.0,['15206'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMPANIA AVE', 'HIGHLAND DR', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMPANIA AVE HIGHLAND DR
3177,40.470079107180226,-79.88880081070944,0.0,0,25.0,0.0,2.0,2.0,['15206'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMPANIA AVE', 'GOPHER ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMPANIA AVE GOPHER ST
3178,40.39169918374807,-79.98394773362371,0.0,0,25.0,0.0,4.0,2.0,['15210'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMPO WAY', 'HAITI ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMPO WAY HAITI ST
3179,40.39181454902433,-79.98522285173712,0.0,0,25.0,0.0,3.0,2.0,['15210'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMPO WAY', 'HAZELDELL ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMPO WAY HAZELDELL ST
3180,40.39157547977097,-79.98246405161348,0.0,0,25.0,0.0,3.0,2.0,['15210'],0,,0,,0,0,0,0,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMPO WAY', 'NUZUM AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMPO WAY NUZUM AVE
3181,40.47955148972217,-80.02935461748301,0.0,0,25.0,0.0,4.0,2.0,['15212'],1,2.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMPUS ST', 'DIPLOMA ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMPUS ST DIPLOMA ST
3182,40.48141218510641,-80.02947596253561,0.0,0,31.66666666666667,10.0,3.0,2.0,['15212'],1,1.0,0,,0,0,0,0,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMPUS ST', 'DAVIS AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMPUS ST DAVIS AVE
3183,40.48063366315004,-80.02944424588723,0.0,0,25.0,0.0,4.0,2.0,['15212'],1,2.0,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMPUS ST', 'STANFORD RD', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMPUS ST STANFORD RD
3184,40.47881767174889,-80.02886593378504,0.0,0,25.0,0.0,3.0,2.0,['15212'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAMPUS ST', 'HARBISON ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAMPUS ST HARBISON ST
3185,40.4586423861917,-79.88035273303201,0.0,0,25.0,0.0,2.0,2.0,['15221'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CANADA WAY', 'FERNDALE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANADA WAY FERNDALE ST
3186,40.45665896003789,-79.87973471852416,0.0,0,25.0,0.0,4.0,3.0,['15221'],1,2.0,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CANADA WAY', 'PERCHMENT ST', 'STONEVILLE ST', 'None', 'None', 'None', 'None', 'None', 'None']",CANADA WAY PERCHMENT ST STONEVILLE ST
3187,40.45085697213898,-80.00090647218539,0.2307692307692308,2,35.0,0.0,3.0,3.0,['15212'],1,0.5,0,,0,2,0,0,2,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","['N CANAL ST', 'CEDAR AVE', 'STOCKTON ST', 'None', 'None', 'None', 'None', 'None', 'None']",N CANAL ST CEDAR AVE STOCKTON ST
3188,40.45126415454281,-79.99836172771279,0.0,2,35.0,0.0,2.0,2.0,['15212'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['N CANAL ST', 'EAST ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",N CANAL ST EAST ST
3189,40.45308511005318,-79.99413596402687,0.0,1,25.0,0.0,3.0,2.0,['15212'],1,2.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['S CANAL ST', 'CHESBRO ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",S CANAL ST CHESBRO ST
3190,40.45243745578111,-79.99521252991184,0.0,0,25.0,0.0,3.0,2.0,['15212'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['S CANAL ST', 'WARFIELD ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",S CANAL ST WARFIELD ST
3191,40.40392815643841,-80.03197588166469,0.0,0,25.0,0.0,2.0,2.0,['15216'],0,,0,,0,0,0,0,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CANDACE ST', 'SHIRAS AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANDACE ST SHIRAS AVE
3192,40.39679697447444,-79.99386021888803,0.0,0,25.0,0.0,3.0,2.0,['15210'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CANDOR ST', 'COLERAIN ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANDOR ST COLERAIN ST
3193,40.42805216541333,-80.06634997248976,0.0,0,25.0,0.0,4.0,3.0,['15205'],0,,0,,0,0,0,0,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['BULWER WAY', 'CANNON ST', 'OAKWOOD RD', 'None', 'None', 'None', 'None', 'None', 'None']",BULWER WAY CANNON ST OAKWOOD RD
3194,40.42759770398247,-80.06737730743136,0.0,0,25.0,0.0,4.0,2.0,['15205'],1,4.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CANNON ST', 'TARNER ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANNON ST TARNER ST
3195,40.46479664656183,-79.95555907235376,0.0,0,25.0,0.0,3.0,2.0,['15224'],0,,0,,0,1,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CANOE WAY', 'MINTWOOD ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANOE WAY MINTWOOD ST
3196,40.46394035476569,-79.95532165494312,0.07692307692307693,2,25.0,0.0,4.0,2.0,['15224'],1,2.0,0,,0,1,0,0,5,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['CANOE WAY', 'HOWLEY ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANOE WAY HOWLEY ST
3197,40.46358184974631,-79.95522275176572,0.07692307692307693,0,25.0,0.0,4.0,2.0,['15224'],1,2.0,0,,0,0,0,0,4,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CANOE WAY', 'CLEMENT WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANOE WAY CLEMENT WAY
3198,40.46317626509885,-79.9551088288828,0.7692307692307693,0,30.0,10.0,4.0,2.0,['15224'],0,,0,,0,3,0,0,1,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 3, 2, 1]","['CANOE WAY', 'LIBERTY AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANOE WAY LIBERTY AVE
3199,40.4650780230094,-79.95563478594893,0.0,0,25.0,0.0,3.0,2.0,['15224'],0,,0,,0,0,0,0,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CANOE WAY', 'WOOLSLAYER WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANOE WAY WOOLSLAYER WAY
3200,40.45703757941995,-80.06107076880005,0.0,0,25.0,0.0,2.0,2.0,['15204'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CANOPOLIS ST', 'TWEED ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANOPOLIS ST TWEED ST
3201,40.470902527817934,-80.00914411309952,0.0,0,25.0,0.0,3.0,2.0,['15214'],0,,0,,0,1,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CANTER WAY', 'N CHARLES ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANTER WAY N CHARLES ST
3202,40.469890796216006,-80.00889179456881,0.0,0,25.0,0.0,3.0,2.0,['15214'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CANTER WAY', 'HOUGH WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANTER WAY HOUGH WAY
3203,40.469440394684725,-80.00882547068859,0.0,0,25.0,0.0,3.0,2.0,['15214'],1,3.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CANTER WAY', 'KENWOOD AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANTER WAY KENWOOD AVE
3204,40.40909082125583,-80.03001307276828,0.2307692307692308,0,25.0,0.0,3.0,2.0,['15216'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","['CANTON AVE', 'COAST AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANTON AVE COAST AVE
3205,40.41038959646488,-80.0301198141301,0.0,0,25.0,0.0,3.0,2.0,['15216'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CANTON AVE', 'HAMPSHIRE AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANTON AVE HAMPSHIRE AVE
3206,40.462778152891005,-80.03377314751992,0.0,0,25.0,0.0,3.0,2.0,['15233'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CANTRIL ST', 'WESTMAR ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CANTRIL ST WESTMAR ST
3207,40.40920543243424,-80.01973243739509,0.07692307692307693,0,25.0,0.0,3.0,2.0,['15216'],1,3.0,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['CAPE MAY AVE', 'COLEBROOK AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAPE MAY AVE COLEBROOK AVE
3208,40.408448843817844,-80.01777979621322,2.6923076923076925,0,31.66666666666667,10.0,3.0,2.0,['15226'],0,,1,0.0,1,0,0,2,0,"[3, 3, 3, 4, 2, 0, 3, 3, 2, 2, 4, 0, 3, 3]","['CAPE MAY AVE', 'WEST LIBERTY AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAPE MAY AVE WEST LIBERTY AVE
3209,40.41066318417768,-80.02184433396646,0.2307692307692308,0,25.0,0.0,5.0,3.0,['15216'],1,1.0,0,,0,1,0,0,4,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]","['CAPE MAY AVE', 'HAMPSHIRE AVE', 'KENBERMA AVE', 'None', 'None', 'None', 'None', 'None', 'None']",CAPE MAY AVE HAMPSHIRE AVE KENBERMA AVE
3210,40.41126236544999,-80.02237371521213,0.0,0,25.0,0.0,4.0,2.0,['15216'],1,4.0,0,,0,1,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAPE MAY AVE', 'PLUM WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAPE MAY AVE PLUM WAY
3211,40.41181763759344,-80.02290162715025,0.15384615384615385,0,25.0,0.0,3.0,2.0,['15216'],1,3.0,0,,0,0,0,0,3,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['CAPE MAY AVE', 'DAGMAR AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAPE MAY AVE DAGMAR AVE
3212,40.40974223479046,-80.00057877710353,0.0,0,25.0,0.0,3.0,2.0,['15210'],1,3.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAPERTON ST', 'FORDYCE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAPERTON ST FORDYCE ST
3213,40.40336077823272,-80.01756394743619,0.0,0,25.0,0.0,4.0,2.0,['15226'],1,2.0,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAPITAL AVE', 'WOODWARD AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAPITAL AVE WOODWARD AVE
3214,40.40291068918293,-80.01629257036218,0.0,0,20.0,10.0,4.0,2.0,['15226'],0,,0,,0,2,0,0,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CAPITAL AVE', 'LAPEER WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAPITAL AVE LAPEER WAY
3215,40.40275423011143,-80.01583474277372,0.6923076923076923,0,25.0,0.0,3.0,2.0,['15226'],1,1.5,0,,0,2,0,0,6,"[0, 0, 0, 1, 0, 0, 2, 1, 1, 2, 0, 1, 0, 1]","['CAPITAL AVE', 'PIONEER AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAPITAL AVE PIONEER AVE
3216,40.40305574845309,-80.01670152776758,0.07692307692307693,0,25.0,0.0,4.0,2.0,['15226'],1,2.0,0,,0,1,0,0,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['CAPITAL AVE', 'PLAINVIEW AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CAPITAL AVE PLAINVIEW AVE
3217,40.40535475073368,-80.01880013357166,1.8461538461538465,0,29.0,10.0,5.0,4.0,['15226'],0,,1,0.0,3,0,0,2,6,"[0, 0, 1, 3, 0, 4, 1, 2, 2, 4, 0, 2, 0, 5]","['CAPITAL AVE', 'CURRANHILL AVE', 'HADDON WAY', 'WEST LIBERTY AVE', 'None', 'None', 'None', 'None', 'None']",CAPITAL AVE CURRANHILL AVE HADDON WAY WEST LIBERTY AVE
3218,40.44870898549087,-79.97467204205076,0.0,0,25.0,0.0,3.0,2.0,['15219'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARAMEL WAY', 'WEBSTER AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARAMEL WAY WEBSTER AVE
3219,40.44719664515584,-79.97381886308997,0.0,0,31.66666666666667,10.0,3.0,2.0,['15219'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARAMEL WAY', 'WYLIE AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARAMEL WAY WYLIE AVE
3220,40.41762386521327,-80.07594382324106,0.0,0,25.0,0.0,3.0,2.0,['15106'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARBON ST', 'COPLEY WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARBON ST COPLEY WAY
3221,40.41792066383986,-80.07559118794673,0.0,0,25.0,0.0,2.0,2.0,['15106'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARBON ST', 'MOFFAT ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARBON ST MOFFAT ST
3222,40.41725994268651,-80.07635701472219,0.0,0,25.0,0.0,2.0,2.0,['15106'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARBON ST', 'WOODKIRK ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARBON ST WOODKIRK ST
3223,40.44870400048949,-79.90309731761351,0.0,0,25.0,0.0,4.0,3.0,['15208'],0,,0,,0,2,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARD LN', 'OSAGE LN', 'ROYCREST PL', 'None', 'None', 'None', 'None', 'None', 'None']",CARD LN OSAGE LN ROYCREST PL
3224,40.39796550526054,-80.02197637745206,0.0,1,1.0,0.0,3.0,2.0,['15226'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARESS WAY', 'MONTE WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARESS WAY MONTE WAY
3225,40.39768927568704,-80.0223037920241,0.0,2,17.0,24.0,3.0,2.0,['15226'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARESS WAY', 'ROSSMORE AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARESS WAY ROSSMORE AVE
3226,40.39824831393798,-80.02162852886936,0.0,0,13.0,24.0,4.0,2.0,['15226'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARESS WAY', 'GALLION AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARESS WAY GALLION AVE
3227,40.400026062320975,-80.01944083689345,0.0,2,17.0,24.0,3.0,2.0,['15226'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARESS WAY', 'METZ WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARESS WAY METZ WAY
3228,40.45869801129311,-79.96109869449914,0.0,0,25.0,0.0,4.0,3.0,['15219'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARGILL ST', 'CARGILL WAY', 'FINLAND ST', 'None', 'None', 'None', 'None', 'None', 'None']",CARGILL ST CARGILL WAY FINLAND ST
3229,40.45796486348211,-79.96285675302055,0.0,0,25.0,0.0,4.0,2.0,['15219'],1,2.0,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARGILL ST', 'JEWEL ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARGILL ST JEWEL ST
3230,40.457711598115566,-79.96382261612855,0.2307692307692308,0,25.0,0.0,3.0,2.0,['15219'],1,1.5,0,,0,2,0,0,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['CARGILL ST', 'HERRON AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARGILL ST HERRON AVE
3231,40.46869914676337,-79.91895092097475,0.0,0,25.0,0.0,4.0,2.0,['15206'],1,2.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARMINE WAY', 'N SHERIDAN AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARMINE WAY N SHERIDAN AVE
3232,40.46908532061634,-79.92039337117657,0.0,0,25.0,0.0,3.0,2.0,['15206'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARMINE WAY', 'THISBE WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARMINE WAY THISBE WAY
3233,40.46844744377404,-79.91798738402706,0.0,0,31.66666666666667,10.0,3.0,2.0,['15206'],1,1.5,0,,0,0,0,0,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARMINE WAY', 'COLLINS AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARMINE WAY COLLINS AVE
3234,40.41147966576639,-80.0411204821673,0.15384615384615385,0,31.66666666666667,10.0,3.0,2.0,['15220'],1,3.0,0,,0,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","['CARNAHAN RD', 'KIRSOPP AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARNAHAN RD KIRSOPP AVE
3235,40.40780056633547,-80.03676762451767,0.0,0,31.66666666666667,10.0,3.0,2.0,['15216'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARNAHAN RD', 'MAYDELL ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARNAHAN RD MAYDELL ST
3236,40.4071848264231,-80.03624566275928,0.3076923076923077,1,31.66666666666667,10.0,3.0,2.0,['15216'],0,,0,,0,0,0,0,5,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]","['CARNAHAN RD', 'YOUNGER AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARNAHAN RD YOUNGER AVE
3237,40.41344936604113,-80.04273749656394,4.3076923076923075,0,31.0,10.0,5.0,3.0,['15220'],1,1.6666666666666667,0,,0,0,0,3,17,"[1, 3, 3, 2, 2, 4, 4, 3, 4, 1, 5, 11, 6, 7]","['CARNAHAN RD', 'CRANE AVE', 'WINCHESTER DR', 'None', 'None', 'None', 'None', 'None', 'None']",CARNAHAN RD CRANE AVE WINCHESTER DR
3238,40.4562767757468,-79.95909258273382,0.0,0,25.0,0.0,2.0,2.0,['15219'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARNAK ST', 'FINLAND ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARNAK ST FINLAND ST
3239,40.45460753747285,-79.96166463714768,0.0,0,25.0,0.0,4.0,2.0,['15219'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARNAK ST', 'ORION ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARNAK ST ORION ST
3240,40.41076242143708,-80.01738784507538,0.0,0,25.0,0.0,3.0,2.0,['15216'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CARNATION WAY', 'PRINCESS AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARNATION WAY PRINCESS AVE
3241,40.44815193134443,-79.89819972505722,0.4615384615384616,1,31.66666666666667,10.0,3.0,2.0,['15208'],0,,1,0.0,0,2,0,0,3,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]","['CARNEGIE PL', 'PENN AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",CARNEGIE PL PENN AVE
